Borough,VM1,VM2,VM3,VM4,VM5,VM6,VM7,PU5,PO75,ENG,RENT,BAME,TEMP,VM1_q,VM2_q,VM3_q,VM4_q,VM5_q,VM6_q,PU5_q,PO75_q,ENG_q,RENT_q,BAME_q,TEMP_q,VM7_q,LSOA11CD,LSOA11NM,PM25_pct,NO2_pct,Poll_Index,Poll_q
Croydon,15.982286634460547,6.487000000000000,16.373249053955078,62.829959869384766,0.011324201882487,53.189593515096931,100,7.770000000000000,0.610000000000000,3.540000000000000,11.490000000000000,64.109999999999999,18.038260221979364,4,5,5,5,4,1,5,1,4,3,4,3,5.000,E01001048,Croydon 020C,0.995454545454545,0.990909090909091,0.993181818181818,5.000000000000000
Croydon,3.989535644211903,23.010000000000002,11.168700218200684,31.092929840087891,0.002573676721978,30.712537250253817,67,5.560000000000000,12.359999999999999,1.650000000000000,0.390000000000000,62.130000000000003,18.089786570449583,1,2,5,5,1,4,2,5,2,1,4,4,4.000,E01001049,Croydon 023C,0.863636363636364,0.877272727272727,0.870454545454545,5.000000000000000
Croydon,14.007092198581560,19.835000000000001,13.306960105895996,45.379959106445312,0.014719727507255,64.918148807634168,100,5.670000000000000,11.170000000000000,3.690000000000000,35.899999999999999,57.359999999999999,18.116822726254004,3,2,5,5,4,1,2,5,4,5,4,4,5.000,E01001050,Croydon 023D,0.972727272727273,0.972727272727273,0.972727272727273,5.000000000000000
Croydon,27.030456852791879,9.289000000000000,9.628273963928223,20.942710876464844,0.018380777852614,40.682935387511471,100,6.700000000000000,6.580000000000000,1.810000000000000,64.780000000000001,51.619999999999997,18.093526907579321,5,4,1,1,5,3,4,4,2,5,3,4,5.000,E01001051,Croydon 030A,0.063636363636364,0.077272727272727,0.070454545454545,1.000000000000000
Croydon,30.028530670470754,55.402999999999999,9.623874664306641,20.940130233764648,0.011453349872213,39.626014820297662,100,4.370000000000000,5.060000000000000,2.030000000000000,60.270000000000003,54.810000000000002,17.680407110177210,5,1,1,1,4,3,1,3,3,5,3,1,5.000,E01001052,Croydon 030B,0.059090909090909,0.072727272727273,0.065909090909091,1.000000000000000
Croydon,20.999367488931057,6.165000000000000,9.665442466735840,20.786529541015625,0.007202188526780,20.258811776517057,100,6.280000000000000,5.340000000000000,1.430000000000000,38.729999999999997,40.789999999999999,18.143687733071893,5,5,1,1,2,5,3,3,2,5,2,5,5.000,E01001053,Croydon 032A,0.095454545454545,0.059090909090909,0.077272727272727,1.000000000000000
Croydon,24.009461856889413,4.829000000000000,9.748016357421877,21.906349182128906,0.011049541561411,20.017033791465018,0,5.800000000000000,5.480000000000000,1.550000000000000,44.840000000000003,49.430000000000000,18.093526907579321,5,5,1,1,4,5,2,3,2,5,3,4,1.000,E01001054,Croydon 030C,0.168181818181818,0.195454545454545,0.181818181818182,1.000000000000000
Croydon,23.984771573604061,17.693999999999999,9.581551551818848,20.473930358886719,0.007798552936518,40.078648022725773,0,4.780000000000000,6.750000000000000,1.250000000000000,53.399999999999999,38.560000000000002,17.680407110177210,5,3,1,1,3,3,1,4,2,5,2,1,1.000,E01001055,Croydon 032B,0.045454545454545,0.040909090909091,0.043181818181818,1.000000000000000
Croydon,27.015706806282726,3.750000000000000,9.747413635253906,21.273019790649418,0.021939582277657,15.861267687594266,100,6.360000000000000,1.990000000000000,2.000000000000000,70.859999999999999,51.189999999999998,18.143687733071893,5,5,1,1,5,5,3,1,3,5,3,5,5.000,E01001056,Croydon 030D,0.163636363636364,0.136363636363636,0.150000000000000,1.000000000000000
Croydon,30.010438413361168,5.072000000000000,9.666595458984377,20.848239898681641,0.015023116101319,24.632665649655124,100,6.260000000000000,2.460000000000000,2.840000000000000,78.200000000000003,55.490000000000002,18.143687733071893,5,5,1,1,4,4,3,1,3,5,4,5,5.000,E01001057,Croydon 030E,0.100000000000000,0.063636363636364,0.081818181818182,1.000000000000000
Croydon,6.033182503770740,19.129000000000001,9.669193267822266,21.185590744018555,0.012991028730487,41.047010728881204,41,6.200000000000000,7.230000000000000,1.150000000000000,5.940000000000000,29.480000000000000,18.014916212794596,2,2,1,1,4,3,3,4,2,2,1,3,3.000,E01001058,Croydon 034A,0.104545454545455,0.113636363636364,0.109090909090909,1.000000000000000
Croydon,10.027662517289073,24.547000000000001,9.844167709350586,22.308240890502930,0.017254380215842,30.479016958361793,98,7.840000000000000,4.860000000000000,0.870000000000000,6.690000000000000,28.859999999999999,18.014916212794596,2,2,2,2,5,4,5,2,1,2,1,3,5.000,E01001059,Croydon 034B,0.209090909090909,0.227272727272727,0.218181818181818,2.000000000000000
Croydon,14.025500910746814,25.747000000000000,9.550598144531250,20.498680114746094,0.001374776561939,15.044114852386750,12,6.660000000000000,5.970000000000000,0.830000000000000,10.539999999999999,31.000000000000000,18.014916212794596,3,2,1,1,1,5,4,3,1,3,1,3,1.000,E01001060,Croydon 034C,0.036363636363636,0.045454545454545,0.040909090909091,1.000000000000000
Croydon,15.031847133757962,7.948000000000000,9.694747924804688,21.323930740356445,0.008040059923223,49.688519938891979,0,5.810000000000000,5.130000000000000,0.770000000000000,16.440000000000001,38.960000000000001,18.004864576891791,4,5,1,1,3,2,2,3,1,3,2,3,1.000,E01001061,Croydon 034D,0.127272727272727,0.150000000000000,0.138636363636364,1.000000000000000
Croydon,7.975871313672922,23.719999999999999,10.115150451660156,23.765750885009766,0.002322997433059,52.894442543428525,54,3.460000000000000,17.280000000000001,1.360000000000000,3.420000000000000,38.430000000000000,18.206021294342733,2,2,2,2,1,1,1,5,2,1,2,5,3.000,E01001062,Croydon 026A,0.336363636363636,0.327272727272727,0.331818181818182,2.000000000000000
Croydon,5.973025048169558,18.131000000000000,13.002570152282715,42.362701416015625,0.007293272448129,38.000211966275295,96,5.230000000000000,9.940000000000000,1.670000000000000,0.690000000000000,36.229999999999997,18.021788218628281,1,2,5,5,2,3,2,5,2,1,2,3,5.000,E01001063,Croydon 026B,0.963636363636364,0.968181818181818,0.965909090909091,5.000000000000000
Croydon,5.000000000000000,42.969000000000001,9.844994544982910,22.065479278564453,0.000708165056919,41.349177454944915,0,4.230000000000002,12.140000000000001,0.950000000000000,0.980000000000000,41.939999999999998,17.977560573945432,1,1,2,2,1,3,1,5,1,1,2,2,1.000,E01001064,Croydon 026C,0.218181818181818,0.213636363636364,0.215909090909091,2.000000000000000
Croydon,8.998548621190130,9.613000000000000,10.436610221862791,25.792509078979492,0.002129901689953,61.327679211172359,0,4.090000000000000,10.380000000000001,0.700000000000000,6.130000000000000,27.010000000000002,17.680407110177210,2,4,3,4,1,1,1,5,1,2,1,1,1.000,E01001065,Croydon 034E,0.559090909090909,0.627272727272727,0.593181818181818,3.000000000000000
Croydon,28.016937191249120,7.841000000000000,9.727383613586426,21.378320693969727,0.015717118473781,33.209373214042628,0,5.240000000000000,5.100000000000000,2.480000000000000,55.070000000000000,53.799999999999997,18.004864576891791,5,5,1,1,4,4,2,3,3,5,3,3,1.000,E01001066,Croydon 034F,0.145454545454545,0.159090909090909,0.152272727272727,1.000000000000000
Croydon,2.004581901489118,36.494000000000000,9.728124618530273,21.202690124511719,0.003838695818411,41.349177454944915,100,4.770000000000000,8.820000000000000,0.740000000000000,0.870000000000000,36.740000000000002,17.674080317900440,1,1,1,1,1,3,1,4,1,1,2,1,5.000,E01001067,Croydon 041D,0.150000000000000,0.118181818181818,0.134090909090909,1.000000000000000
Croydon,9.994794377928162,35.563000000000002,9.634182929992676,20.942979812622070,0.006915274099421,43.134439034386375,7,6.540000000000000,7.740000000000000,0.400000000000000,17.059999999999999,29.440000000000001,17.770305825740259,2,1,1,1,2,2,3,4,1,4,1,1,1.000,E01001068,Croydon 042A,0.068181818181818,0.081818181818182,0.075000000000000,1.000000000000000
Croydon,3.967670830271859,34.131000000000000,9.764382362365723,21.353649139404297,0.014966573648801,41.204691501399743,74,6.870000000000000,10.380000000000001,0.990000000000000,2.780000000000000,33.020000000000003,17.777882115006012,1,1,1,1,4,3,4,5,2,1,1,1,4.000,E01001069,Croydon 040A,0.172727272727273,0.154545454545455,0.163636363636364,1.000000000000000
Croydon,9.978189749182116,34.365000000000002,9.644916534423828,20.999000549316406,0.005679008880918,58.704603287363142,100,5.670000000000000,9.270000000000000,1.850000000000000,17.309999999999999,39.219999999999999,17.674080317900440,2,1,1,1,2,1,2,5,3,4,2,1,5.000,E01001070,Croydon 040B,0.077272727272727,0.095454545454545,0.086363636363636,1.000000000000000
Croydon,7.005426739023188,21.027000000000001,9.777956008911133,21.829669952392582,0.002201675871523,21.268855576950926,50,5.790000000000000,5.630000000000000,0.600000000000000,13.730000000000000,25.760000000000002,17.770305825740259,2,2,1,1,1,5,2,3,1,3,1,1,3.000,E01001071,Croydon 042B,0.186363636363636,0.181818181818182,0.184090909090909,1.000000000000000
Croydon,4.005431093007468,30.359000000000002,9.520472526550291,20.304159164428711,0.002176116821353,69.697401048123297,59,4.390000000000000,16.949999999999999,0.480000000000000,1.300000000000000,23.960000000000001,17.668287579979093,1,1,1,1,1,1,1,5,1,1,1,1,3.000,E01001072,Croydon 042C,0.031818181818182,0.027272727272727,0.029545454545455,1.000000000000000
Croydon,7.983761840324764,24.638000000000002,10.155340194702148,24.094509124755859,0.005380898861155,40.636369913628819,100,7.930000000000000,6.400000000000000,1.680000000000000,7.850000000000000,40.930000000000000,17.893310907619515,2,2,2,2,2,3,5,4,2,2,2,2,5.000,E01001073,Croydon 037A,0.350000000000000,0.350000000000000,0.350000000000000,2.000000000000000
Croydon,10.991075622357913,25.300000000000001,10.069680213928223,23.370229721069336,0.008331860213422,47.569824680625622,100,6.690000000000000,5.970000000000000,1.180000000000000,21.570000000000000,41.719999999999999,17.674080317900440,3,2,2,2,3,2,4,3,2,4,2,1,5.000,E01001074,Croydon 041E,0.300000000000000,0.290909090909091,0.295454545454545,2.000000000000000
Croydon,6.007281553398060,30.584000000000000,10.451660156250000,26.580739974975582,0.007316383455718,69.241775454198034,27,6.600000000000000,6.290000000000000,1.020000000000000,8.660000000000000,30.370000000000001,17.770305825740259,1,1,3,4,2,1,3,3,2,2,1,1,2.000,E01001075,Croydon 040C,0.586363636363636,0.704545454545455,0.645454545454546,4.000000000000000
Croydon,22.004608294930875,6.890000000000000,9.987578392028809,23.427030563354492,0.009178396932552,30.075680417752992,99,7.330000000000000,4.090000000000000,1.620000000000000,33.740000000000002,38.890000000000001,17.811905560420467,5,5,2,2,3,4,4,2,2,5,2,1,5.000,E01001076,Croydon 036A,0.263636363636364,0.300000000000000,0.281818181818182,2.000000000000000
Croydon,9.992706053975201,5.326000000000000,9.617830276489258,20.373970031738281,0.018505446600315,22.504373581202248,86,4.740000000000000,6.920000000000000,1.700000000000000,10.289999999999999,29.910000000000000,18.143687733071893,2,5,1,1,5,5,1,4,2,3,1,5,5.000,E01001077,Croydon 032C,0.054545454545455,0.031818181818182,0.043181818181818,1.000000000000000
Croydon,24.015748031496063,5.805000000000000,9.701908111572266,21.482120513916016,0.012383651693343,59.678248786544039,30,5.260000000000000,5.540000000000000,2.060000000000000,44.200000000000003,35.869999999999997,18.143687733071893,5,5,1,1,4,1,2,3,3,5,2,5,2.000,E01001078,Croydon 032D,0.131818181818182,0.168181818181818,0.150000000000000,1.000000000000000
Croydon,23.012318029115342,5.710000000000000,9.727346420288086,21.283349990844727,0.007044743657988,22.838178346240884,100,5.140000000000000,5.020000000000000,0.640000000000000,43.439999999999998,37.320000000000000,17.673853419317535,5,5,1,1,2,5,2,3,1,5,2,1,5.000,E01001079,Croydon 036B,0.140909090909091,0.140909090909091,0.140909090909091,1.000000000000000
Croydon,28.975903614457831,10.064000000000000,10.090430259704590,23.780929565429688,0.010429895405840,31.035591157463017,0,5.860000000000000,9.359999999999999,1.680000000000000,72.790000000000006,37.729999999999997,17.585346265573666,5,4,2,2,3,4,3,5,2,5,2,1,1.000,E01001080,Croydon 036C,0.327272727272727,0.331818181818182,0.329545454545455,2.000000000000000
Croydon,21.971252566735114,10.688000000000001,9.670630455017090,21.288700103759766,0.004532125106914,40.188538742762226,40,5.200000000000000,6.150000000000000,0.910000000000000,35.560000000000002,32.380000000000003,17.612161044087721,5,4,1,1,1,3,2,3,1,5,1,1,2.000,E01001081,Croydon 036D,0.113636363636364,0.145454545454545,0.129545454545455,1.000000000000000
Croydon,20.000000000000000,23.481000000000002,9.722526550292969,21.220930099487305,0.006703288248696,64.845278131895597,100,6.380000000000000,4.190000000000002,0.730000000000000,38.549999999999997,35.969999999999999,17.673853419317535,4,2,1,1,2,1,3,2,1,5,2,1,5.000,E01001082,Croydon 032E,0.136363636363636,0.122727272727273,0.129545454545455,1.000000000000000
Croydon,8.980582524271846,16.949000000000002,10.427479743957520,25.731100082397461,0.006553308994521,41.349177454944915,12,4.460000000000000,10.039999999999999,3.750000000000000,1.650000000000000,60.880000000000003,17.923034590419356,2,3,3,4,2,3,1,5,4,1,4,2,1.000,E01001083,Croydon 003A,0.540909090909091,0.604545454545454,0.572727272727273,3.000000000000000
Croydon,6.975505857294994,27.756000000000000,11.354990005493164,31.549690246582031,0.005618954750513,59.552906086386514,100,5.020000000000000,8.890000000000002,2.660000000000000,3.470000000000000,53.789999999999999,17.923034590419356,2,1,5,5,2,1,2,4,3,1,3,2,5.000,E01001084,Croydon 002A,0.890909090909091,0.886363636363636,0.888636363636364,5.000000000000000
Croydon,12.013729977116705,14.772000000000000,12.260250091552734,36.815868377685547,0.016817123213764,41.349177454944915,6,5.630000000000000,8.090000000000000,5.780000000000000,12.600000000000000,62.899999999999999,17.923034590419356,3,3,5,5,5,3,2,4,5,3,4,2,1.000,E01001085,Croydon 004A,0.931818181818182,0.936363636363636,0.934090909090909,5.000000000000000
Croydon,8.025404157043880,15.452000000000000,10.455340385437012,25.776580810546875,0.036583362050480,54.367309102096193,100,5.620000000000000,8.990000000000000,4.790000000000000,3.390000000000000,61.340000000000003,18.017321673179389,2,3,4,4,5,1,2,4,5,1,4,3,5.000,E01001086,Croydon 003B,0.609090909090909,0.622727272727273,0.615909090909091,4.000000000000000
Croydon,11.013567438148444,20.776000000000000,10.430520057678223,25.636299133300781,0.010045254028306,50.007290264600513,28,8.750000000000000,6.230000000000000,6.110000000000000,23.399999999999999,62.020000000000003,18.017321673179389,3,2,3,3,3,2,5,3,5,4,4,3,2.000,E01001087,Croydon 003C,0.554545454545455,0.568181818181818,0.561363636363636,3.000000000000000
Croydon,12.022160664819944,11.682000000000000,10.490590095520020,25.628200531005859,0.000000000000000,33.289787943191470,100,4.710000000000000,5.610000000000000,3.180000000000000,15.300000000000001,68.140000000000001,18.100372482970659,3,4,4,3,1,4,1,3,4,3,5,4,5.000,E01001088,Croydon 004B,0.631818181818182,0.559090909090909,0.595454545454545,4.000000000000000
Croydon,17.014925373134329,11.679000000000000,10.519969940185547,26.214269638061523,0.013660483279578,23.004299993091028,68,4.880000000000000,5.610000000000000,5.650000000000000,22.710000000000001,64.840000000000003,18.100372482970659,4,4,4,4,4,5,1,3,5,4,4,4,4.000,E01001089,Croydon 004C,0.650000000000000,0.672727272727273,0.661363636363636,4.000000000000000
Croydon,13.989207139892072,14.785000000000000,10.449609756469727,25.685850143432617,0.014733778454433,30.047758999620900,100,6.280000000000000,4.920000000000000,7.100000000000000,22.059999999999999,61.780000000000001,17.975895400909742,3,3,3,3,4,4,3,2,5,4,4,2,5.000,E01001090,Croydon 004D,0.581818181818182,0.586363636363636,0.584090909090909,3.000000000000000
Croydon,9.020310633213859,22.943999999999999,10.412870407104492,25.420879364013672,0.003792851469653,50.713989429648777,100,4.380000000000000,8.190000000000000,4.300000000000000,2.650000000000000,66.819999999999993,18.081246234280268,2,2,3,3,1,1,1,4,4,1,4,4,5.000,E01001091,Croydon 004E,0.513636363636364,0.504545454545455,0.509090909090909,3.000000000000000
Croydon,7.984790874524716,24.175000000000001,10.249279975891113,24.817359924316406,0.004242831068874,49.211985469342210,100,5.180000000000000,12.440000000000000,1.550000000000000,6.980000000000000,44.430000000000000,17.893310907619515,2,2,3,3,1,2,2,5,2,2,2,2,5.000,E01001092,Croydon 037B,0.400000000000000,0.427272727272727,0.413636363636364,3.000000000000000
Croydon,7.986870897155362,14.677000000000000,9.888716697692873,22.592489242553711,0.006907292050545,48.398338029592885,0,5.790000000000000,6.180000000000000,2.770000000000000,10.660000000000000,47.490000000000002,17.954383753167015,2,3,2,2,2,2,2,3,3,3,3,2,1.000,E01001093,Croydon 037C,0.231818181818182,0.245454545454545,0.238636363636364,2.000000000000000
Croydon,4.028589993502276,33.445999999999998,9.884148597717285,22.511999130249023,0.001670855775377,42.904979416534715,17,3.880000000000000,11.340000000000000,1.000000000000000,3.160000000000000,48.390000000000001,17.817321482904468,1,1,2,2,1,2,1,5,2,1,3,2,1.000,E01001094,Croydon 038E,0.227272727272727,0.240909090909091,0.234090909090909,2.000000000000000
Croydon,12.010617120106170,16.242000000000001,14.301850318908691,46.783149719238281,0.012709753599963,41.349177454944915,100,7.700000000000000,3.980000000000000,1.780000000000000,9.830000000000000,47.509999999999998,17.954383753167015,3,3,5,5,4,3,5,2,2,3,3,2,5.000,E01001095,Croydon 031D,0.981818181818182,0.977272727272727,0.979545454545454,5.000000000000000
Croydon,4.005431093007468,25.224000000000000,9.971272468566895,22.164110183715820,0.008695808828314,56.746816972796552,100,5.600000000000000,9.580000000000000,0.840000000000000,2.240000000000000,38.759999999999998,17.949283907244045,1,2,2,2,3,1,2,5,1,1,2,2,5.000,E01001096,Croydon 037D,0.254545454545455,0.222727272727273,0.238636363636364,2.000000000000000
Croydon,14.983713355048861,14.730000000000000,10.061149597167969,23.417219161987305,0.006992475371492,48.345686893982688,100,6.960000000000000,9.250000000000000,2.050000000000000,19.039999999999999,44.960000000000001,17.893310907619515,4,3,2,2,2,2,4,5,3,4,3,2,5.000,E01001097,Croydon 037E,0.290909090909091,0.295454545454545,0.293181818181818,2.000000000000000
Croydon,4.002668445630420,25.829999999999998,9.893243789672852,22.058670043945312,0.008115448447281,21.633312130284061,100,5.180000000000000,8.940000000000000,0.420000000000000,2.430000000000000,29.670000000000002,17.913800783745618,1,2,2,2,3,5,2,4,1,1,1,2,5.000,E01001098,Croydon 037F,0.236363636363636,0.209090909090909,0.222727272727273,2.000000000000000
Croydon,14.001327140013272,25.020000000000000,11.129670143127441,29.189540863037109,0.011706284086808,58.128129099116506,100,6.960000000000000,4.300000000000000,1.110000000000000,23.960000000000001,34.710000000000001,17.800429094800098,3,2,5,5,4,1,4,2,2,4,1,1,5.000,E01001099,Croydon 040D,0.850000000000000,0.831818181818182,0.840909090909091,5.000000000000000
Croydon,5.020080321285142,18.402000000000001,11.075240135192873,29.882680892944336,0.012662469498619,85.258773811707385,100,6.590000000000000,7.590000000000000,1.310000000000000,5.490000000000000,38.579999999999998,17.954383753167015,1,2,5,5,4,1,3,4,2,2,2,2,5.000,E01001100,Croydon 031E,0.840909090909091,0.836363636363636,0.838636363636364,5.000000000000000
Croydon,3.008070432868672,13.114000000000001,9.844522476196291,22.138130187988281,0.004911640135728,41.349177454944915,100,6.290000000000000,8.740000000000000,0.290000000000000,0.590000000000000,22.460000000000001,18.134870608849322,1,3,2,2,2,3,3,4,1,1,1,5,5.000,E01001101,Croydon 035B,0.213636363636364,0.218181818181818,0.215909090909091,2.000000000000000
Croydon,4.977664326738992,27.353000000000002,9.669978141784668,21.175159454345703,0.005211955868355,33.593246078669694,81,5.000000000000000,17.230000000000000,0.610000000000000,6.120000000000000,23.969999999999999,18.134870608849322,1,1,1,1,2,4,1,5,1,2,1,5,5.000,E01001102,Croydon 035C,0.109090909090909,0.109090909090909,0.109090909090909,1.000000000000000
Croydon,4.985163204747774,29.001000000000001,9.565584182739258,20.650890350341797,0.002854892755267,72.735258330085543,100,4.870000000000000,14.550000000000001,0.940000000000000,4.840000000000000,26.100000000000001,18.134870608849322,1,1,1,1,1,1,1,5,1,2,1,5,5.000,E01001103,Croydon 039A,0.040909090909091,0.054545454545455,0.047727272727273,1.000000000000000
Croydon,2.985948477751756,26.925000000000001,9.804922103881836,21.894559860229492,0.002394939089073,69.770460926662054,100,5.690000000000000,8.020000000000000,0.500000000000000,3.900000000000000,30.210000000000001,17.770305825740259,1,1,1,1,1,1,2,4,1,1,1,1,5.000,E01001104,Croydon 042D,0.195454545454545,0.190909090909091,0.193181818181818,1.000000000000000
Croydon,12.006861063464838,51.320000000000000,9.504823684692383,20.401100158691406,0.002038351630332,82.410763719389905,100,4.900000000000000,6.160000000000000,0.590000000000000,23.050000000000001,28.430000000000000,17.774237683450071,3,1,1,1,1,1,1,3,1,4,1,1,5.000,E01001105,Croydon 039B,0.027272727272727,0.036363636363636,0.031818181818182,1.000000000000000
Croydon,8.002560819462230,29.274999999999999,9.369766235351562,19.441299438476562,0.004877151334220,56.673867857659069,0,5.120000000000000,8.109999999999999,1.160000000000000,9.800000000000001,29.489999999999998,17.692251807208823,2,1,1,1,2,1,2,4,2,3,1,1,1.000,E01001106,Croydon 039C,0.004545454545455,0.004545454545455,0.004545454545455,1.000000000000000
Croydon,3.017751479289941,28.696999999999999,10.163629531860352,24.146980285644531,0.003801634494134,38.183692245595445,98,5.100000000000000,10.199999999999999,0.800000000000000,2.390000000000000,37.640000000000001,17.769683366100921,1,1,2,2,1,3,2,5,1,1,2,1,5.000,E01001107,Croydon 035D,0.354545454545455,0.359090909090909,0.356818181818182,2.000000000000000
Croydon,2.985074626865671,25.486999999999998,10.140549659729004,24.216939926147461,0.010974556629323,36.848495505175549,61,5.090000000000000,11.020000000000000,0.520000000000000,1.090000000000000,28.350000000000001,17.769683366100921,1,2,2,2,4,3,2,5,1,1,1,1,4.000,E01001108,Croydon 035E,0.340909090909091,0.363636363636364,0.352272727272727,2.000000000000000
Croydon,20.000000000000000,10.522000000000000,11.671609878540041,33.124031066894531,0.006692477744989,25.635061052148355,100,7.760000000000000,7.170000000000000,3.840000000000000,32.229999999999997,59.780000000000001,18.145519640480735,4,4,5,5,2,4,5,4,4,5,4,5,5.000,E01001109,Croydon 013B,0.904545454545455,0.909090909090909,0.906818181818182,5.000000000000000
Croydon,22.977178423236513,11.691000000000001,12.713060379028320,39.216800689697266,0.031226083838853,23.091688998831515,100,8.470000000000002,2.330000000000000,4.060000000000000,29.820000000000000,63.640000000000001,18.038260221979364,5,4,5,5,5,5,5,1,4,4,4,3,5.000,E01001110,Croydon 020D,0.950000000000000,0.950000000000000,0.950000000000000,5.000000000000000
Croydon,15.995189416716777,8.250999999999999,11.354200363159180,31.876230239868164,0.012539864887634,49.039572760719381,100,6.840000000000000,3.700000000000000,4.930000000000000,11.580000000000000,62.950000000000003,18.144316709322219,4,5,5,5,4,2,4,1,5,3,4,5,5.000,E01001111,Croydon 010D,0.886363636363636,0.890909090909091,0.888636363636364,5.000000000000000
Croydon,23.005661348430262,8.146000000000004,10.413979530334473,25.739980697631836,0.009933730923923,36.680110343445051,100,7.940000000000000,5.010000000000000,3.120000000000000,29.670000000000002,59.450000000000003,18.106798239355573,5,5,3,4,3,3,5,3,4,4,4,4,5.000,E01001112,Croydon 013C,0.518181818181818,0.609090909090909,0.563636363636364,3.000000000000000
Croydon,16.014997321906801,10.779000000000000,10.332189559936523,25.007469177246094,0.015270107407967,26.209524559756588,100,9.640000000000001,3.230000000000000,4.770000000000000,16.649999999999999,61.859999999999999,18.106798239355573,4,4,3,3,4,4,5,1,5,3,4,4,5.000,E01001113,Croydon 013D,0.445454545454545,0.450000000000000,0.447727272727273,3.000000000000000
Croydon,25.034578146611342,9.362000000000000,12.771389961242676,39.643089294433594,0.019409892651291,28.189184486208539,100,7.060000000000000,2.180000000000000,3.820000000000000,37.729999999999997,72.680000000000007,18.144316709322219,5,4,5,5,5,4,4,1,4,5,5,5,5.000,E01001114,Croydon 013E,0.954545454545455,0.954545454545455,0.954545454545455,5.000000000000000
Croydon,25.992779783393502,13.092000000000001,10.445540428161623,25.527879714965820,0.014354400921397,47.259528760236591,100,7.530000000000000,4.950000000000000,5.950000000000000,39.320000000000000,78.349999999999994,18.186895559366071,5,3,3,3,4,2,5,2,5,5,5,5,5.000,E01001115,Croydon 015B,0.577272727272727,0.527272727272727,0.552272727272727,3.000000000000000
Croydon,16.035634743875278,10.762000000000000,10.532420158386230,26.161630630493164,0.016393665475640,26.674219377864254,100,6.460000000000000,2.900000000000000,4.970000000000000,11.760000000000000,66.670000000000002,18.106798239355573,4,4,4,4,4,4,3,1,5,3,4,4,5.000,E01001116,Croydon 013F,0.663636363636364,0.668181818181818,0.665909090909091,4.000000000000000
Croydon,13.987088841069779,10.443000000000000,10.582759857177734,26.218839645385746,0.000000000000000,19.488402433644868,100,6.430000000000000,2.880000000000000,4.830000000000000,22.090000000000000,78.310000000000002,18.154664527831414,3,4,4,4,1,5,3,1,5,4,5,5,5.000,E01001117,Croydon 015C,0.718181818181818,0.677272727272727,0.697727272727273,4.000000000000000
Croydon,26.004228329809724,9.563000000000001,10.453390121459959,25.589399337768555,0.025793224406332,20.106990844026715,100,7.300000000000000,4.140000000000000,5.500000000000000,37.570000000000000,71.629999999999995,18.106798239355573,5,4,3,3,5,5,4,2,5,5,5,4,5.000,E01001118,Croydon 020E,0.595454545454545,0.545454545454545,0.570454545454545,3.000000000000000
Croydon,4.033379694019472,58.323999999999998,9.652259826660156,20.956729888916016,0.002646543635882,53.595928305086424,16,4.590000000000000,9.740000000000000,0.360000000000000,3.980000000000000,19.210000000000001,18.004864576891791,1,1,1,1,1,1,1,5,1,1,1,3,1.000,E01001119,Croydon 034G,0.081818181818182,0.086363636363636,0.084090909090909,1.000000000000000
Croydon,6.009244992295840,26.347999999999999,9.652699470520020,21.005250930786133,0.011454201730328,41.349177454944915,0,6.640000000000000,9.330000000000000,0.930000000000000,2.760000000000000,31.949999999999999,17.703513183997323,1,1,1,1,4,3,4,5,1,1,1,1,1.000,E01001120,Croydon 033A,0.086363636363636,0.100000000000000,0.093181818181818,1.000000000000000
Croydon,2.967359050445104,37.412999999999997,9.684358596801758,21.269819259643555,0.001426465746667,53.820158196496926,63,3.920000000000000,15.289999999999999,0.540000000000000,1.660000000000000,23.600000000000001,17.802860251407225,1,1,1,1,1,1,1,5,1,1,1,1,4.000,E01001121,Croydon 039D,0.118181818181818,0.131818181818182,0.125000000000000,1.000000000000000
